"date","GDP","GDPC1","USREC","g1","rg1","g4","rg4"
2008-07-01,14898.999,15709.562,1,0.0022399212791917,-0.00526892902215337,0.0229936356594773,0.00242202378122736
2008-10-01,14608.208,15366.607,1,-0.0195174857049129,-0.0218309714809376,-0.00726126937454141,-0.025403392598762
2009-01-01,14430.901,15187.475,1,-0.012137491470548,-0.0116572253067964,-0.0187424803852545,-0.0328239244379352
2009-04-01,14381.236,15161.772,1,-0.00344157305216108,-0.00169238138663497,-0.0325894486913196,-0.0399550477930632
2009-07-01,14448.882,15216.647,0,0.00470376816012119,0.00361929990768761,-0.0302112242574148,-0.031376750032878
2009-10-01,14651.248,15379.155,0,0.0140056510946656,0.0106796194983034,0.00294628882611736,0.000816575838765266
2010-01-01,14764.611,15456.059,0,0.00773742960326795,0.00500053481481988,0.0231246822357107,0.0176845723202836
2010-04-01,14980.193,15605.628,0,0.0146012651467744,0.00967704639326228,0.0416485064287937,0.0292746784478752
2010-07-01,15141.605,15726.282,0,0.0107750280653931,0.0077314415030274,0.0479430173213402,0.0334919381385399
2010-10-01,15309.471,15807.995,0,0.0110864072864132,0.00519595159237274,0.0449260704617109,0.027884496905064
2011-01-01,15351.444,15769.911,0,0.00274163620676493,-0.00240916068103647,0.0397459167735608,0.0203060819061316
2011-04-01,15557.535,15876.839,0,0.0134248608795364,0.00678050751205883,0.0385403579246275,0.0173790506860729
2011-07-01,15647.681,15870.684,0,0.00579436266735134,-0.000387671626573605,0.0334228769010947,0.00918220848386153
2011-10-01,15842.267,16048.702,0,0.0124354528955435,0.0112167818349855,0.0348017250236798,0.0152269152413067
2012-01-01,16068.824,16179.968,0,0.0143007941982045,0.00817922845099806,0.0467304574084366,0.0260024929753884
2012-04-01,16207.13,16253.726,0,0.00860710155267097,0.00455859986867835,0.0417543653284405,0.0237381634971545
2012-07-01,16319.54,16282.151,0,0.0069358362646561,0.00174882977601443,0.0429366498460699,0.0259262297705631
2012-10-01,16420.386,16300.035,0,0.00617946339173781,0.0010983806746423,0.0364921889020049,0.0156606434588915
2013-01-01,16629.05,16441.485,0,0.0127076184445356,0.00867789547691111,0.0348641568293984,0.0161630109528028
2013-04-01,16699.551,16464.402,0,0.00423962884229789,0.00139385219765753,0.0303829857599711,0.0129617049038477
2013-07-01,16911.068,16594.743,0,0.012666029164496,0.0079165341079499,0.0362466098921905,0.0191984462003822
2013-10-01,17133.114,16712.76,0,0.0131302174410279,0.00711171001563571,0.0434050697711981,0.0253204977780721
2014-01-01,17144.281,16654.247,0,0.000651778771798117,-0.00350109736512616,0.0309837904149666,0.0129405585930953
2014-04-01,17462.703,16868.109,0,0.0185730740180932,0.0128412890717899,0.0456989532233532,0.0245199916765881
2014-07-01,17743.227,17064.616,0,0.0160641797549905,0.011649616444855,0.0492079506746705,0.0283145692584696
2014-10-01,17852.54,17141.235,0,0.00616082970702037,0.00448993402488451,0.0419903819002196,0.0256375966626698
2015-01-01,17991.348,17280.647,0,0.00777525214899311,0.00813313626468526,0.0494081379090789,0.0376120277308245
2015-04-01,18193.707,17380.875,0,0.0112475730000896,0.00580001431659416,0.0418608734283574,0.0303985467487791
2015-07-01,18306.96,17437.08,0,0.00622484466744333,0.00323372672549516,0.0317717290096102,0.021826685112633
2015-10-01,18332.079,17462.579,0,0.00137210110253294,0.00146234346576413,0.0268611077191256,0.0187468405864573
2016-01-01,18425.306,17565.465,0,0.00508545702863139,0.00589179868563572,0.0241203716364109,0.0164819060304859
2016-04-01,18611.617,17618.581,0,0.0101116909537349,0.00302388806672704,0.0229700302417752,0.0136762965040598
2016-07-01,18775.459,17724.489,0,0.00880321145658769,0.00601115379269146,0.0255913051648116,0.0164826335602062
2016-10-01,18968.041,17812.56,0,0.010257112755538,0.00496888796060579,0.0346912098731409,0.0200417704624272
2017-01-01,19153.912,17896.623,0,0.00979916692504035,0.00471931041916496,0.0395437666001313,0.0188527886964562
2017-04-01,19322.92,17996.802,0,0.00882368050975701,0.00559764822670772,0.0382182268203779,0.0214671658290757
2017-07-01,19558.693,18126.226,0,0.0122017272751733,0.00719149991203927,0.0417158376793878,0.0226656463833736
2017-10-01,19882.965,18296.685,0,0.0165794309466398,0.00940399838333672,0.0482350285936222,0.027178855818591
2018-01-01,20143.716,18436.262,0,0.0131142915556088,0.00762854036127347,0.0516763364058475,0.030153118831413
2018-04-01,20492.492,18590.004,0,0.0173143823115856,0.0083391090883822,0.0605277049224444,0.0329615228305562
2018-07-01,20659.102,18679.599,0,0.00813029474404581,0.00481952559020526,0.0562618882560302,0.0305288591237911
2018-10-01,20813.325,18721.281,0,0.00746513570628671,0.00223141835111029,0.0467918139975603,0.0232061709539186
2019-01-01,21001.591,18833.195,0,0.0090454552552266,0.00597790290098255,0.0425877231390672,0.0215300151408133
2019-04-01,21289.268,18982.528,0,0.0136978669854102,0.00792924408205864,0.0388813620129753,0.0211147883561509
2019-07-01,21505.012,19112.653,0,0.0101339322704752,0.00685498791309569,0.0409461166317877,0.0231832599832578
2019-10-01,21694.458,19202.31,0,0.00880938824865618,0.00469097618211345,0.0423350425748887,0.0256942353463956
2020-01-01,21481.367,18951.992,0,-0.00982237030305211,-0.0130358274603426,0.0228447454290486,0.00630785164174208
2020-04-01,19477.444,17258.205,0,-0.0932865678427256,-0.0893725050116098,-0.085105039778728,-0.0908373742422504
2020-07-01,21138.574,18560.774,0,0.0852848043100516,0.0754753463642355,-0.0170396556858465,-0.0288750598883366
2020-10-01,21477.597,18767.778,0,0.0160381206414404,0.0111527676593663,-0.00999614740317534,-0.0226291524300984
2021-01-01,22038.226,19055.655,0,0.0261029667331971,0.0153388962721113,0.0259228847028217,0.00546976803282728
2021-04-01,22740.959,19368.31,0,0.0318870039720982,0.0164074653954427,0.167553555795103,0.12226677108077
2021-07-01,23202.344,19478.893,0,0.0202887222126387,0.00570948110599145,0.0976305213398028,0.0494655556928822
2021-10-01,23992.355,19805.962,0,0.0340487581771909,0.0167909439206837,0.117087493540362,0.0553173636218418
